31.308780,120.563340
31.309490,120.568020
31.309150,120.571950
31.306510,120.572030
31.294080,120.575440
31.288980,120.577550
31.281700,120.584110
31.268870,120.597650
31.267260,120.598700
31.252760,120.599710
31.242260,120.604630
31.234110,120.607200
31.228270,120.608120
31.189650,120.606240
31.186450,120.606730
31.184990,120.607740
31.183000,120.610890
31.180080,120.622140
31.179630,120.628250
31.155570,120.628060
31.155210,120.635350
31.148660,120.652200
31.142160,120.659170
31.133620,120.665420
31.128170,120.667840
31.121500,120.669560
31.112850,120.670330
31.103800,120.669280
31.061420,120.660820
31.053820,120.658380
31.035630,120.649020
31.028630,120.648380
31.004080,120.643270
31.001850,120.638830
31.000240,120.637590
30.993100,120.636320
30.985540,120.637970
30.981230,120.636710
30.976640,120.633720
30.976170,120.627760
30.976170,120.594110
30.979790,120.585700
30.980370,120.582950
30.978080,120.566820
30.976400,120.564050
30.976100,120.562160
30.951940,120.536710
30.940530,120.525680
30.937310,120.519570
30.923850,120.504550
30.917780,120.493150
30.910760,120.487000
30.901940,120.471630
30.891410,120.448780
30.887700,120.439400
30.887650,120.428780
30.885660,120.417950
30.880140,120.409940
30.876220,120.397200
30.869330,120.384450
30.863690,120.368550
30.862910,120.364240
30.864720,120.355120
30.860700,120.338980
30.860020,120.330720
30.857780,120.325440
30.851410,120.306240
30.844570,120.295210
30.840850,120.286020
30.840380,120.280810
30.841070,120.268040
30.838130,120.258360
30.836540,120.247870
30.836370,120.218990
30.835680,120.205210
30.838220,120.192920
30.840620,120.173070
30.840600,120.163180
30.842250,120.154170
30.847230,120.138070
30.850900,120.131530
30.852760,120.129510
30.854310,120.125670
30.859690,120.106920
30.859290,120.105010
30.856480,120.101770
30.854200,120.094110
30.851480,120.094730
30.845040,120.094660
30.844090,120.093760
30.844030,120.094340
30.840550,120.092950
30.837440,120.087030
30.833820,120.081730
30.827310,120.074470
30.821690,120.072370
30.811390,120.065800
30.804660,120.063360
30.802700,120.063160
30.795540,120.065050
30.791760,120.069190
30.790470,120.069670
30.781200,120.072000
30.776870,120.072390
30.775170,120.070930
30.772000,120.063570
30.765430,120.055930
30.761460,120.053680
30.758890,120.050590
30.752660,120.047610
30.747690,120.047090
30.741630,120.044020
30.737090,120.044690
30.731530,120.043080
30.723030,120.045230
30.721230,120.047010
30.715650,120.060680
30.713550,120.061770
30.712220,120.061230
30.700500,120.054280
30.695990,120.050100
30.692070,120.050180
30.689080,120.048810
30.687300,120.046430
30.685370,120.038850
30.683360,120.034670
30.678890,120.030210
30.678120,120.026600
30.668850,120.011920
30.663010,120.007310
30.650330,119.993410
30.647690,119.990890
30.644390,119.988790
30.636840,119.980400
30.628020,119.965210
30.623250,119.962890
30.618470,119.959240
30.613730,119.957400
30.603850,119.956370
30.597550,119.957660
30.595140,119.957530
30.581260,119.954310
30.574650,119.955190
30.560040,119.949550
30.551520,119.948580
30.549270,119.936650
30.547120,119.928690
30.542210,119.917320
30.542100,119.913540
30.543110,119.908690
30.542830,119.906760
30.541090,119.902980
30.540700,119.897510
30.539160,119.895280
30.535620,119.892920
30.538710,119.891050
30.538520,119.889850
30.539440,119.887880
30.538470,119.886270
30.539590,119.886070
30.540620,119.885020
30.540770,119.884100
30.538490,119.881180
30.539630,119.878310
30.538580,119.876850
30.539700,119.875450
30.538990,119.874790
30.539590,119.870580
30.539010,119.869190
30.539910,119.868260
30.541820,119.868970
30.540250,119.868520
30.538520,119.869250
30.538040,119.868760
30.538670,119.869270
30.540510,119.868520
30.541580,119.869140
30.590060,119.827690
30.592180,119.828720
30.596970,119.828420
30.598980,119.829100
30.592740,119.828520
30.592050,119.829170
30.594760,119.829380
30.596840,119.830990
30.599200,119.830690
30.600570,119.831850
30.601300,119.831720
30.602100,119.833180
30.601300,119.835090
30.601770,119.836660
30.603580,119.836360
30.604780,119.835370
30.605590,119.836140
30.606580,119.836030
30.607570,119.835220
30.607310,119.838820
30.606430,119.836720
30.604410,119.836830
30.606490,119.836870
30.607220,119.839980
30.609670,119.838550
30.611990,119.839830
30.613040,119.842090
30.615290,119.842090
30.613120,119.841980
30.612760,119.841030
30.610080,119.839450
30.608510,119.840130
30.607820,119.841960
30.606640,119.842040
30.605310,119.847000
30.605530,119.848310
30.603060,119.850030
30.603700,119.851680
30.605230,119.851570
30.604990,119.852260
30.606990,119.855990
30.604130,119.856550
30.603980,119.859140
30.601000,119.857430
30.606410,119.859680
30.606430,119.860200
